user_id,first_visit_date,age,platform,screen_list,session_count,total_screens_viewed,used_search_feature,wrote_review,added_to_wishlist,made_purchase,purchase_date,user_segment,region,acquisition_channel,app_version,timestamp
110914,2024-10-12,65,Android,"ProductList,ProductDetail,Account,Home,ColorPicker,WishList,OrderTracking,PaymentMethods,CategoryBrowse,Reviews",10,10,0,0,1,1,2024-10-12 08:00:00,Senior Buyer,Europe,Paid Search,2.0.8,2025-07-31 07:05:06
110915,2024-05-16,44,Android,"Home,ColorPicker,OrderTracking,Account,ReturnPolicy,Checkout,ShoppingCart",4,27,1,0,0,1,2024-05-16 05:00:00,Senior Buyer,Asia Pacific,Paid Search,2.0.6,2025-07-31 07:14:44
110916,2022-12-27,74,iOS,"Notifications,ProductList,Checkout,Home,Account",7,67,1,1,0,1,2022-12-27 01:00:00,Senior Browser,North America,Organic Search,2.0.8,2025-07-31 07:21:12
110917,2023-09-16,25,iOS,"ProductList,Reviews,CategoryBrowse,ShoppingCart,Checkout,Promotions,Notifications,ProductDetail,Account",3,17,0,0,1,1,2023-09-16 12:00:00,Teen Browser,North America,Referral,2.0.5,2025-07-31 07:24:43
110918,2023-12-08,25,iOS,"ColorPicker,WishList,ProductDetail,Help,Promotions,Home,ShoppingCart",5,32,1,1,0,1,2023-12-08 03:00:00,Young Buyer,North America,Paid Search,2.2.8,2025-07-31 07:27:28
110919,2022-05-13,35,iOS,"Notifications,Search,Reviews,Promotions,Help,WishList,OrderTracking,Home,ReturnPolicy,ProductList",6,25,0,0,1,1,2022-05-13 19:00:00,Teen Browser,Europe,Paid Search,2.2.1,2025-07-31 07:29:47
110920,2024-03-29,44,Android,"ShoppingCart,Promotions,Help,OrderTracking,Checkout,WishList,Search,Account,ColorPicker",10,93,0,0,0,1,2024-03-29 18:00:00,Teen Browser,Asia Pacific,Paid Search,2.3.1,2025-07-31 07:35:11
110921,2023-01-12,52,iOS,"Help,ShoppingCart,Reviews,ProductDetail,WishList,PaymentMethods,ProductList,ColorPicker,Promotions,ReturnPolicy",10,89,0,1,0,1,2023-01-12 11:00:00,Senior Browser,Europe,Social Media,2.3.1,2025-07-31 07:41:05
110922,2023-06-09,47,Android,"Checkout,ColorPicker,Account,CategoryBrowse,ProductList",7,62,0,1,0,1,2023-06-09 11:00:00,Young Buyer,North America,Paid Search,2.0.8,2025-07-31 07:48:23
110923,2022-05-14,38,iOS,"Account,Notifications,Checkout,ReturnPolicy,Reviews,Search",6,23,0,0,0,1,2022-05-14 05:00:00,Senior Buyer,Europe,Social Media,2.2.1,2025-07-31 07:57:25
110924,2024-03-31,68,Android,"CategoryBrowse,Account,Checkout,Promotions,ProductList,ProductDetail,Help,OrderTracking",10,93,1,1,0,1,2024-03-31 17:00:00,Adult Browser,North America,Email Campaign,2.0.8,2025-07-31 08:06:18
110925,2022-07-23,60,Android,"Notifications,Promotions,Account,ColorPicker,WishList,Search,Home",4,34,0,0,1,1,2022-07-23 22:00:00,Senior Buyer,Europe,Email Campaign,2.2.1,2025-07-31 08:09:42
110926,2023-10-30,37,Android,"Checkout,OrderTracking,ProductDetail,CategoryBrowse,WishList,Home,Help,Reviews",6,17,1,0,0,1,2023-10-30 04:00:00,Senior Buyer,Asia Pacific,Organic Search,2.2.8,2025-07-31 08:16:01
110927,2023-09-03,63,iOS,"Checkout,ProductList,Reviews,ProductDetail,OrderTracking,Help,Notifications,WishList",2,19,0,0,1,1,2023-09-03 18:00:00,Senior Buyer,Asia Pacific,Organic Search,2.1.0,2025-07-31 08:20:01
110928,2023-05-22,52,iOS,"Checkout,Reviews,Search,ReturnPolicy,ShoppingCart,ColorPicker,ProductList,PaymentMethods,Promotions,Help",6,52,0,0,0,1,2023-05-22 01:00:00,Senior Browser,Asia Pacific,Social Media,2.0.6,2025-07-31 08:24:08
110929,2024-11-25,58,iOS,"Reviews,OrderTracking,Notifications,ReturnPolicy,WishList,ShoppingCart,CategoryBrowse",9,18,0,0,0,1,2024-11-25 18:00:00,Adult Browser,Asia Pacific,Paid Search,2.0.6,2025-07-31 08:30:46
110930,2022-06-08,58,Android,"WishList,Checkout,Search,ShoppingCart,Promotions,ReturnPolicy",1,1,0,0,1,1,2022-06-08 08:00:00,Adult Browser,North America,Paid Search,2.2.8,2025-07-31 08:37:13
110931,2024-07-30,34,iOS,"OrderTracking,ShoppingCart,Help,Notifications,Reviews,WishList",9,62,1,0,0,1,2024-07-30 23:00:00,Teen Browser,North America,Email Campaign,2.0.8,2025-07-31 08:40:28
110932,2022-09-30,19,iOS,"CategoryBrowse,Home,ProductList,Checkout,Notifications,PaymentMethods",8,80,1,1,1,1,2022-09-30 12:00:00,Senior Browser,Europe,Organic Search,2.1.0,2025-07-31 08:43:00
110933,2024-02-29,51,Android,"ReturnPolicy,ShoppingCart,ColorPicker,Search,OrderTracking,Notifications",9,68,0,1,1,1,2024-02-29 13:00:00,Senior Browser,Middle East,Organic Search,2.2.8,2025-07-31 08:52:04
110934,2022-03-06,63,Android,"ColorPicker,Search,ProductDetail,ProductList,WishList,OrderTracking,Account,Checkout,CategoryBrowse,Notifications",10,35,1,1,0,1,2022-03-06 13:00:00,Young Buyer,Asia Pacific,Organic Search,2.1.0,2025-07-31 08:57:38
110935,2024-12-11,32,iOS,"Promotions,ProductList,OrderTracking,Reviews,Search,ReturnPolicy,WishList,ProductDetail",10,72,0,0,1,1,2024-12-11 21:00:00,Young Buyer,Asia Pacific,Paid Search,2.2.1,2025-07-31 08:58:48
110936,2024-03-20,66,iOS,"ColorPicker,ProductList,OrderTracking,Home,ShoppingCart,PaymentMethods,CategoryBrowse",4,5,1,1,1,1,2024-03-20 07:00:00,Adult Browser,Europe,Organic Search,2.1.0,2025-07-31 09:04:22
110937,2024-07-15,59,iOS,"OrderTracking,Account,Promotions,Reviews,Search,ColorPicker,ReturnPolicy,Checkout,ShoppingCart,Home",5,37,1,0,1,1,2024-07-15 15:00:00,Young Buyer,Europe,Social Media,2.2.8,2025-07-31 09:06:41
110938,2024-06-03,70,Android,"Notifications,ProductList,CategoryBrowse,ShoppingCart,Promotions",7,28,1,1,0,1,2024-06-03 22:00:00,Teen Browser,Middle East,Organic Search,2.2.1,2025-07-31 09:07:41
110939,2023-07-12,40,Android,"WishList,Home,Checkout,ColorPicker,OrderTracking,ProductDetail,Reviews,Promotions,ProductList,Notifications",2,5,1,1,0,1,2023-07-12 04:00:00,Senior Buyer,North America,Organic Search,2.0.8,2025-07-31 09:09:49
110940,2023-01-23,67,Android,"Checkout,Account,CategoryBrowse,ProductList,ShoppingCart,ProductDetail,Notifications,ColorPicker,Home,Promotions",10,21,0,1,1,1,2023-01-23 06:00:00,Adult Browser,Europe,Referral,2.0.5,2025-07-31 09:12:17
110941,2023-09-15,20,iOS,"Reviews,ProductDetail,WishList,Home,CategoryBrowse,ShoppingCart,Help,OrderTracking,PaymentMethods,Checkout",6,7,1,1,1,1,2023-09-15 23:00:00,Young Buyer,Latin America,Paid Search,2.0.6,2025-07-31 09:14:50
110942,2024-05-17,21,iOS,"ProductDetail,CategoryBrowse,Notifications,Reviews,Home,Account",1,1,1,1,1,1,2024-05-17 13:00:00,Adult Browser,Europe,Organic Search,2.2.1,2025-07-31 09:19:39
110943,2022-05-16,31,Android,"ColorPicker,Help,Checkout,ProductList,ProductDetail,Account,Reviews,Promotions,Home",5,14,1,0,1,1,2022-05-16 13:00:00,Senior Buyer,North America,Organic Search,2.0.6,2025-07-31 09:22:29
110944,2023-12-19,68,iOS,"WishList,ReturnPolicy,Search,Home,ProductList,Account,Help,ColorPicker,Notifications",6,28,1,0,0,1,2023-12-19 17:00:00,Senior Browser,Asia Pacific,Referral,2.0.8,2025-07-31 09:23:38
110945,2024-07-07,37,Android,"ShoppingCart,ColorPicker,WishList,ReturnPolicy,ProductDetail,Help",6,9,0,0,0,1,2024-07-07 05:00:00,Young Buyer,Europe,Organic Search,2.2.1,2025-07-31 09:31:36
110946,2023-06-05,34,iOS,"Account,Promotions,ShoppingCart,Checkout,Help,CategoryBrowse,ProductList",9,56,0,1,0,1,2023-06-05 05:00:00,Teen Browser,Middle East,Paid Search,2.0.5,2025-07-31 09:41:27
110947,2023-08-17,72,iOS,"WishList,OrderTracking,ProductList,Notifications,ShoppingCart,ColorPicker,Help,Promotions,ReturnPolicy,Home",4,24,1,0,1,1,2023-08-17 08:00:00,Teen Browser,Asia Pacific,Referral,2.1.0,2025-07-31 09:49:32
110948,2024-08-01,48,Android,"Promotions,ProductList,ReturnPolicy,Help,ColorPicker,WishList,Reviews",4,37,0,0,1,1,2024-08-01 11:00:00,Senior Browser,Latin America,Referral,2.0.8,2025-07-31 09:53:20
110949,2022-05-30,51,iOS,"Account,Promotions,Help,PaymentMethods,Reviews,ProductList,Notifications,Search",5,46,0,1,1,1,2022-05-30 19:00:00,Young Buyer,Middle East,Social Media,2.0.6,2025-07-31 10:00:01
110950,2023-09-22,22,iOS,"ReturnPolicy,Account,Search,Promotions,ShoppingCart,ProductDetail,OrderTracking,Checkout,PaymentMethods,Notifications",7,60,0,0,1,1,2023-09-22 22:00:00,Senior Browser,Latin America,Referral,2.0.8,2025-07-31 10:04:42
110951,2022-12-12,54,Android,"PaymentMethods,ShoppingCart,Account,Reviews,WishList,Help",5,46,0,0,0,1,2022-12-12 09:00:00,Senior Buyer,North America,Organic Search,2.0.8,2025-07-31 10:08:58
110952,2023-12-16,64,iOS,"PaymentMethods,Account,Reviews,WishList,Checkout,ReturnPolicy,CategoryBrowse,Search,OrderTracking",10,48,0,0,0,1,2023-12-16 01:00:00,Teen Browser,Asia Pacific,Organic Search,2.2.1,2025-07-31 10:16:35
110953,2022-04-06,19,iOS,"Search,ShoppingCart,Reviews,Help,ReturnPolicy,OrderTracking,WishList,CategoryBrowse,ColorPicker,Notifications",2,15,1,1,0,1,2022-04-06 15:00:00,Young Buyer,Asia Pacific,Organic Search,2.1.0,2025-07-31 10:25:04
110954,2024-02-17,32,Android,"Home,CategoryBrowse,PaymentMethods,Notifications,Account,Checkout",8,21,1,1,1,1,2024-02-17 03:00:00,Adult Browser,North America,Paid Search,2.2.1,2025-07-31 10:30:27
110955,2024-09-30,20,iOS,"Promotions,Notifications,Home,ReturnPolicy,Reviews,PaymentMethods,Account,ShoppingCart",3,20,0,0,0,1,2024-09-30 21:00:00,Senior Buyer,Europe,Referral,2.2.1,2025-07-31 10:36:20
110956,2023-01-17,25,Android,"CategoryBrowse,ShoppingCart,Reviews,Search,Checkout,Help,ColorPicker,WishList,ProductList,Promotions",6,26,1,1,1,1,2023-01-17 06:00:00,Teen Browser,Middle East,Paid Search,2.0.5,2025-07-31 10:43:25
110957,2024-12-30,71,iOS,"Help,ShoppingCart,ProductList,Notifications,Home,Search,ProductDetail",10,51,0,1,0,1,2024-12-30 04:00:00,Young Buyer,North America,Referral,2.1.0,2025-07-31 10:46:12
110958,2023-11-11,59,Android,"Account,CategoryBrowse,WishList,ShoppingCart,ProductList,PaymentMethods,Search,Help,ProductDetail",7,52,1,1,0,1,2023-11-11 08:00:00,Teen Browser,Asia Pacific,Paid Search,2.0.5,2025-07-31 10:48:00
110959,2024-02-04,56,iOS,"ProductDetail,Search,Checkout,Promotions,CategoryBrowse,Notifications,WishList,Account,ShoppingCart",5,33,1,0,1,1,2024-02-04 16:00:00,Adult Browser,Latin America,Email Campaign,2.0.6,2025-07-31 10:52:45
110960,2023-02-18,23,iOS,"Notifications,Promotions,Reviews,Home,Account,ShoppingCart,CategoryBrowse,Search,ColorPicker",9,69,1,1,1,1,2023-02-18 21:00:00,Teen Browser,North America,Email Campaign,2.1.0,2025-07-31 11:00:23
110961,2024-03-13,37,Android,"OrderTracking,PaymentMethods,WishList,Promotions,Home",8,17,0,0,0,1,2024-03-13 03:00:00,Young Buyer,Latin America,Referral,2.0.5,2025-07-31 11:04:04
110962,2024-10-04,33,iOS,"ShoppingCart,Home,Promotions,ColorPicker,ReturnPolicy,ProductDetail,Account,Reviews,OrderTracking,CategoryBrowse",4,12,1,0,1,1,2024-10-04 06:00:00,Senior Buyer,North America,Email Campaign,2.2.1,2025-07-31 11:06:55
110963,2024-09-15,28,iOS,"Checkout,Search,ColorPicker,OrderTracking,CategoryBrowse,Notifications,ProductDetail,ProductList,Reviews,Home",5,12,1,1,0,1,2024-09-15 05:00:00,Senior Buyer,Latin America,Paid Search,2.0.5,2025-07-31 11:12:29
110964,2023-05-15,32,iOS,"ReturnPolicy,ColorPicker,ShoppingCart,Account,Promotions,Search,WishList,CategoryBrowse",10,78,1,1,0,1,2023-05-15 05:00:00,Senior Buyer,Asia Pacific,Referral,2.0.5,2025-07-31 11:21:11
110965,2022-03-18,74,Android,"Search,ReturnPolicy,WishList,ProductList,ProductDetail,Notifications,OrderTracking",6,34,0,1,1,1,2022-03-18 04:00:00,Young Buyer,Europe,Organic Search,2.0.8,2025-07-31 11:28:43
110966,2024-12-10,50,Android,"Help,Search,ReturnPolicy,PaymentMethods,ColorPicker,Promotions,Reviews",9,81,0,1,0,1,2024-12-10 16:00:00,Senior Browser,Middle East,Referral,2.0.5,2025-07-31 11:30:16
110967,2024-04-14,67,iOS,"PaymentMethods,ShoppingCart,OrderTracking,Promotions,ColorPicker,Checkout,Account",6,59,0,0,0,1,2024-04-14 16:00:00,Senior Buyer,Latin America,Organic Search,2.3.1,2025-07-31 11:38:19
110968,2022-11-05,33,Android,"ProductList,Account,Promotions,Checkout,Search,Help,ReturnPolicy,OrderTracking,CategoryBrowse,Reviews",2,10,0,0,0,1,2022-11-05 19:00:00,Senior Browser,Europe,Referral,2.0.6,2025-07-31 11:48:05
110969,2023-05-09,75,Android,"PaymentMethods,ReturnPolicy,Help,Account,Search",5,44,0,1,1,1,2023-05-09 20:00:00,Young Buyer,Europe,Paid Search,2.0.5,2025-07-31 11:51:29
110970,2023-04-22,64,Android,"Reviews,ColorPicker,Account,CategoryBrowse,Checkout",1,3,1,0,0,1,2023-04-22 07:00:00,Senior Buyer,Europe,Paid Search,2.0.6,2025-07-31 11:55:16
110971,2022-10-23,75,iOS,"ReturnPolicy,Notifications,Checkout,Home,WishList,CategoryBrowse,ColorPicker,PaymentMethods,Reviews,Help",3,15,0,1,0,1,2022-10-23 05:00:00,Senior Browser,Latin America,Email Campaign,2.0.6,2025-07-31 12:00:56
110972,2022-05-24,59,iOS,"ShoppingCart,ProductList,ReturnPolicy,Account,Notifications,Home,PaymentMethods,CategoryBrowse",9,45,1,1,1,1,2022-05-24 09:00:00,Senior Buyer,Middle East,Social Media,2.2.1,2025-07-31 12:05:03
110973,2023-11-06,68,iOS,"Account,Help,Search,Home,ShoppingCart,Notifications,ProductList",1,8,1,0,1,1,2023-11-06 01:00:00,Young Buyer,North America,Paid Search,2.0.6,2025-07-31 12:11:29
110974,2024-06-23,72,Android,"WishList,ColorPicker,Help,Notifications,Search,Reviews,Promotions,Account,CategoryBrowse,Home",8,65,0,0,0,1,2024-06-23 23:00:00,Senior Browser,North America,Paid Search,2.2.8,2025-07-31 12:20:11
110975,2024-12-15,30,Android,"Search,OrderTracking,Promotions,Help,ProductList,Checkout,ColorPicker,Home,ShoppingCart",10,58,1,0,0,1,2024-12-15 17:00:00,Senior Browser,North America,Social Media,2.3.1,2025-07-31 12:22:48
110976,2022-01-18,35,iOS,"ProductDetail,ColorPicker,Notifications,Reviews,PaymentMethods",6,39,1,0,0,1,2022-01-18 23:00:00,Adult Browser,Asia Pacific,Email Campaign,2.2.1,2025-07-31 12:32:18
110977,2022-11-14,33,Android,"Reviews,Help,Account,ShoppingCart,ProductList",8,78,1,1,0,1,2022-11-14 13:00:00,Young Buyer,Europe,Social Media,2.0.5,2025-07-31 12:38:53
110978,2023-05-09,66,iOS,"Account,ProductList,Checkout,ShoppingCart,Reviews,Promotions,Notifications,CategoryBrowse,WishList",9,19,0,1,1,1,2023-05-09 22:00:00,Teen Browser,Latin America,Referral,2.2.1,2025-07-31 12:46:26
110979,2022-04-04,18,Android,"Home,Help,Search,Account,ShoppingCart",1,7,0,1,1,1,2022-04-04 01:00:00,Senior Browser,North America,Social Media,2.1.0,2025-07-31 12:56:11
110980,2023-03-09,70,iOS,"Reviews,WishList,ProductDetail,ReturnPolicy,Search,Notifications,ShoppingCart,Help",8,26,1,0,0,1,2023-03-09 02:00:00,Senior Buyer,Asia Pacific,Organic Search,2.3.1,2025-07-31 13:02:01
110981,2024-06-24,67,Android,"Home,Notifications,ProductList,PaymentMethods,Account,Reviews,Checkout,ReturnPolicy,Promotions",3,5,0,0,1,1,2024-06-24 10:00:00,Young Buyer,North America,Organic Search,2.1.0,2025-07-31 13:03:02
110982,2023-02-18,39,Android,"ColorPicker,Notifications,Reviews,PaymentMethods,Home",7,7,1,1,0,1,2023-02-18 16:00:00,Senior Buyer,Middle East,Organic Search,2.1.0,2025-07-31 13:10:23
110983,2023-07-20,27,Android,"ProductDetail,Promotions,ProductList,OrderTracking,Account,PaymentMethods",4,35,0,1,0,1,2023-07-20 03:00:00,Senior Buyer,Middle East,Email Campaign,2.3.1,2025-07-31 13:19:32
110984,2024-03-19,39,Android,"Notifications,WishList,ReturnPolicy,OrderTracking,ColorPicker,Promotions",2,2,1,1,0,1,2024-03-19 08:00:00,Young Buyer,Latin America,Email Campaign,2.2.8,2025-07-31 13:21:05
110985,2023-05-02,73,iOS,"CategoryBrowse,PaymentMethods,ProductList,Home,WishList,ColorPicker,ProductDetail",9,70,1,0,1,1,2023-05-02 19:00:00,Teen Browser,Europe,Paid Search,2.0.8,2025-07-31 13:29:39
110986,2024-07-27,18,Android,"WishList,ReturnPolicy,Search,ShoppingCart,Reviews",8,38,0,0,1,1,2024-07-27 19:00:00,Teen Browser,Middle East,Organic Search,2.1.0,2025-07-31 13:37:26
110987,2023-07-06,30,Android,"Account,Help,ColorPicker,Notifications,OrderTracking,ShoppingCart,CategoryBrowse",1,7,0,1,1,1,2023-07-06 04:00:00,Adult Browser,Middle East,Paid Search,2.2.8,2025-07-31 13:38:31
110988,2023-07-17,25,Android,"Search,WishList,Notifications,OrderTracking,ReturnPolicy,Help,ShoppingCart,Reviews,ColorPicker,Account",10,76,0,0,1,1,2023-07-17 18:00:00,Young Buyer,Middle East,Email Campaign,2.1.0,2025-07-31 13:47:10
110989,2024-03-15,72,iOS,"ProductDetail,ReturnPolicy,ProductList,PaymentMethods,ShoppingCart,WishList,Checkout,ColorPicker",1,4,1,1,0,1,2024-03-15 20:00:00,Senior Buyer,Latin America,Social Media,2.2.1,2025-07-31 13:55:03
110990,2022-04-12,43,iOS,"Home,OrderTracking,Checkout,Help,ShoppingCart,WishList,ProductList",5,32,1,1,1,1,2022-04-12 01:00:00,Teen Browser,North America,Paid Search,2.2.8,2025-07-31 13:56:18
110991,2024-06-05,32,iOS,"Search,Promotions,ShoppingCart,WishList,ReturnPolicy,ProductDetail,ColorPicker,Help,PaymentMethods,Home",2,20,0,1,0,1,2024-06-05 17:00:00,Young Buyer,Middle East,Social Media,2.0.5,2025-07-31 13:57:42
110992,2022-01-25,67,Android,"Help,OrderTracking,ReturnPolicy,ColorPicker,ShoppingCart,ProductDetail,Notifications,Reviews,Account,Search",7,19,1,1,1,1,2022-01-25 02:00:00,Adult Browser,North America,Email Campaign,2.2.8,2025-07-31 13:59:56
110993,2023-04-23,43,iOS,"OrderTracking,PaymentMethods,Reviews,Search,WishList,ShoppingCart",7,24,1,0,0,1,2023-04-23 12:00:00,Young Buyer,Middle East,Organic Search,2.2.1,2025-07-31 14:01:05
110994,2022-11-22,45,Android,"ShoppingCart,ProductDetail,ProductList,CategoryBrowse,Account,ReturnPolicy,Help,OrderTracking,Reviews,ColorPicker",5,13,0,1,0,1,2022-11-22 08:00:00,Adult Browser,Europe,Organic Search,2.0.6,2025-07-31 14:07:46
110995,2023-10-12,23,iOS,"ShoppingCart,PaymentMethods,Account,Home,Help,ProductList,ProductDetail,CategoryBrowse,Promotions,ReturnPolicy",9,67,0,0,1,1,2023-10-12 01:00:00,Senior Buyer,Europe,Email Campaign,2.2.8,2025-07-31 14:10:37
110996,2022-12-16,52,iOS,"ProductList,Notifications,Promotions,Search,Help,Account,ShoppingCart,OrderTracking,CategoryBrowse,WishList",5,20,1,1,0,1,2022-12-16 20:00:00,Teen Browser,Middle East,Paid Search,2.2.1,2025-07-31 14:17:02
110997,2022-11-11,56,iOS,"Checkout,CategoryBrowse,Home,Reviews,Notifications,Account",3,18,0,1,0,1,2022-11-11 03:00:00,Adult Browser,North America,Organic Search,2.0.8,2025-07-31 14:24:52
110998,2023-10-27,72,iOS,"ReturnPolicy,PaymentMethods,Help,ShoppingCart,Search,Notifications",10,90,1,0,0,1,2023-10-27 10:00:00,Young Buyer,North America,Social Media,2.0.5,2025-07-31 14:30:46
110999,2022-07-16,62,Android,"Home,ProductDetail,ColorPicker,CategoryBrowse,Account,PaymentMethods",9,84,1,1,1,1,2022-07-16 18:00:00,Senior Buyer,North America,Paid Search,2.2.8,2025-07-31 14:33:43
111000,2023-05-30,19,iOS,"ColorPicker,Account,ProductDetail,Help,Home,Checkout,ReturnPolicy,CategoryBrowse,PaymentMethods",5,29,0,0,1,1,2023-05-30 06:00:00,Senior Browser,Europe,Email Campaign,2.2.1,2025-07-31 14:41:05
111001,2023-09-24,38,Android,"PaymentMethods,ProductList,Account,ReturnPolicy,Search,ColorPicker",2,4,1,1,1,1,2023-09-24 11:00:00,Adult Browser,Latin America,Referral,2.0.5,2025-07-31 14:45:53
111002,2024-04-10,45,iOS,"OrderTracking,ReturnPolicy,ProductDetail,CategoryBrowse,Search,ShoppingCart,ProductList,Help",7,57,1,0,1,1,2024-04-10 11:00:00,Senior Buyer,Latin America,Paid Search,2.0.5,2025-07-31 14:54:14
111003,2024-06-29,64,iOS,"Checkout,Home,Search,Help,Reviews",6,34,1,1,1,1,2024-06-29 23:00:00,Adult Browser,Middle East,Referral,2.2.8,2025-07-31 15:02:49
111004,2023-01-27,75,iOS,"PaymentMethods,WishList,ShoppingCart,ProductDetail,ColorPicker,CategoryBrowse,ReturnPolicy,Search,Promotions",2,15,1,0,1,1,2023-01-27 02:00:00,Senior Buyer,North America,Paid Search,2.0.5,2025-07-31 15:10:29
111005,2024-08-28,28,Android,"Account,Promotions,ProductDetail,Help,ShoppingCart,Checkout,ColorPicker,WishList,Home",2,13,1,1,1,1,2024-08-28 03:00:00,Senior Browser,Latin America,Email Campaign,2.0.6,2025-07-31 15:16:34
111006,2022-03-18,45,iOS,"Home,Notifications,ProductList,ReturnPolicy,ProductDetail,Promotions",8,26,1,1,0,1,2022-03-18 14:00:00,Young Buyer,North America,Organic Search,2.2.1,2025-07-31 15:17:56
111007,2023-01-06,29,iOS,"ShoppingCart,ColorPicker,Notifications,OrderTracking,Search,Help,Home,CategoryBrowse",5,25,0,0,0,1,2023-01-06 12:00:00,Young Buyer,Europe,Paid Search,2.1.0,2025-07-31 15:19:42
111008,2022-03-18,66,iOS,"ProductList,PaymentMethods,ProductDetail,Help,Promotions,ReturnPolicy,Search,Home,Checkout",5,5,0,1,0,1,2022-03-18 05:00:00,Teen Browser,Asia Pacific,Social Media,2.0.5,2025-07-31 15:29:25
111009,2022-04-18,21,Android,"Reviews,OrderTracking,ProductList,ShoppingCart,Search,Account,Checkout,PaymentMethods",9,26,0,0,1,1,2022-04-18 02:00:00,Senior Buyer,Middle East,Organic Search,2.1.0,2025-07-31 15:39:07
111010,2024-08-21,50,iOS,"Account,ProductDetail,CategoryBrowse,PaymentMethods,ReturnPolicy,Notifications,ShoppingCart",3,26,1,1,0,1,2024-08-21 09:00:00,Senior Browser,Middle East,Email Campaign,2.0.6,2025-07-31 15:47:22
111011,2024-11-25,43,iOS,"CategoryBrowse,PaymentMethods,Help,ProductDetail,Notifications,ColorPicker,Reviews",1,1,0,0,1,1,2024-11-25 01:00:00,Senior Browser,Middle East,Social Media,2.0.6,2025-07-31 15:51:02
111012,2023-12-28,56,Android,"Home,ProductList,CategoryBrowse,OrderTracking,Promotions,ShoppingCart,Notifications,Account",8,57,0,0,0,1,2023-12-28 12:00:00,Senior Buyer,Asia Pacific,Referral,2.1.0,2025-07-31 16:00:51
111013,2022-09-04,36,Android,"Reviews,ReturnPolicy,Notifications,Account,WishList",10,63,0,1,1,1,2022-09-04 03:00:00,Young Buyer,Europe,Email Campaign,2.0.8,2025-07-31 16:07:42
111014,2023-09-07,67,iOS,"ProductList,Checkout,Home,Reviews,ProductDetail,ColorPicker,Account,ShoppingCart",7,16,1,0,1,1,2023-09-07 04:00:00,Senior Buyer,North America,Social Media,2.1.0,2025-07-31 16:17:15
111015,2022-03-25,58,iOS,"CategoryBrowse,Notifications,Checkout,ProductDetail,Promotions",5,32,0,1,1,1,2022-03-25 21:00:00,Senior Buyer,Middle East,Paid Search,2.0.5,2025-07-31 16:23:10
111016,2022-07-13,22,Android,"Promotions,Account,ProductList,CategoryBrowse,ShoppingCart",9,14,1,1,1,1,2022-07-13 05:00:00,Teen Browser,Europe,Referral,2.0.8,2025-07-31 16:32:45
111017,2022-10-15,26,iOS,"Promotions,PaymentMethods,Reviews,Notifications,ProductDetail,ProductList,Home,Checkout",8,29,1,0,0,1,2022-10-15 15:00:00,Teen Browser,Middle East,Email Campaign,2.0.5,2025-07-31 16:36:50
111018,2023-09-08,32,iOS,"Checkout,ReturnPolicy,ShoppingCart,Account,OrderTracking,Home,WishList,ProductDetail",5,23,1,0,0,1,2023-09-08 20:00:00,Senior Buyer,Europe,Social Media,2.0.5,2025-07-31 16:41:52
111019,2024-04-26,27,Android,"ProductDetail,WishList,OrderTracking,ShoppingCart,ColorPicker",7,15,0,1,1,1,2024-04-26 16:00:00,Young Buyer,Europe,Email Campaign,2.0.6,2025-07-31 16:49:54
111020,2023-10-26,34,Android,"Search,ProductList,Notifications,Reviews,Home,PaymentMethods,ColorPicker",10,20,1,0,1,1,2023-10-26 02:00:00,Senior Browser,Asia Pacific,Paid Search,2.2.8,2025-07-31 16:53:18
111021,2024-04-29,51,Android,"Reviews,PaymentMethods,ColorPicker,Home,OrderTracking,Search",7,54,1,1,0,1,2024-04-29 22:00:00,Adult Browser,Middle East,Email Campaign,2.2.1,2025-07-31 17:00:55
111022,2023-09-09,70,Android,"OrderTracking,ColorPicker,Account,CategoryBrowse,PaymentMethods,Reviews,ProductList",7,37,1,0,0,1,2023-09-09 07:00:00,Teen Browser,Middle East,Organic Search,2.0.5,2025-07-31 17:08:07
111023,2024-01-06,42,Android,"PaymentMethods,Checkout,Reviews,Home,Account,Search,ProductList,Promotions,ShoppingCart,ReturnPolicy",4,22,0,1,1,1,2024-01-06 06:00:00,Adult Browser,Latin America,Paid Search,2.3.1,2025-07-31 17:16:40
111024,2024-03-28,38,Android,"Account,Search,CategoryBrowse,Checkout,Help",10,48,0,0,0,1,2024-03-28 02:00:00,Senior Buyer,Middle East,Referral,2.0.6,2025-07-31 17:26:37
111025,2022-07-26,32,Android,"OrderTracking,ProductDetail,Search,ShoppingCart,ReturnPolicy,CategoryBrowse,Promotions",3,30,1,1,0,1,2022-07-26 02:00:00,Adult Browser,Europe,Paid Search,2.2.8,2025-07-31 17:36:05
111026,2023-05-17,35,iOS,"ProductDetail,Checkout,ProductList,OrderTracking,Reviews,ShoppingCart,Account",3,3,0,1,1,1,2023-05-17 18:00:00,Young Buyer,Asia Pacific,Organic Search,2.1.0,2025-07-31 17:37:19
111027,2022-03-17,45,iOS,"Reviews,ProductList,PaymentMethods,Account,Notifications,Search",6,28,0,1,1,1,2022-03-17 22:00:00,Adult Browser,Latin America,Organic Search,2.0.8,2025-07-31 17:41:38
111028,2023-04-23,44,iOS,"WishList,Help,ColorPicker,OrderTracking,Notifications",3,16,0,1,0,1,2023-04-23 22:00:00,Young Buyer,Latin America,Organic Search,2.2.8,2025-07-31 17:43:49
